County,State,Population,Valid_ballots,Voter_turnout,Vote,Vote_share
La Crosse County,Wisconsin,117681,62968,53.50736313,32406,51.4642358
Lafayette County,Wisconsin,16757,7662,45.72417497,3288,42.91307753
Langlade County,Wisconsin,19083,10132,53.09437719,3260,32.17528622
Lincoln County,Wisconsin,27834,14706,52.83466264,5370,36.51570787
Manitowoc County,Wisconsin,79348,40346,50.84690225,14506,35.95399792
Marathon County,Wisconsin,135101,69515,51.4540973,26477,38.08818241
Marinette County,Wisconsin,40255,20046,49.79754068,6243,31.14337025
Marquette County,Wisconsin,15130,7893,52.16787839,2809,35.58849614
Menominee County,Wisconsin,4527,1279,28.25270599,1003,78.42064113
Milwaukee County,Wisconsin,954841,440247,46.10683873,288797,65.59885701
Monroe County,Wisconsin,45423,19670,43.30405301,7048,35.83121505
Oconto County,Wisconsin,37475,19978,53.3102068,5884,29.45239764
Oneida County,Wisconsin,35329,21473,60.78009567,8104,37.7404182
Outagamie County,Wisconsin,184593,93868,50.85133239,38087,40.57506285
Ozaukee County,Wisconsin,88332,54523,61.72508264,20168,36.98989417
Pepin County,Wisconsin,7250,3739,51.57241379,1345,35.97218508
Pierce County,Wisconsin,41456,21189,51.11202239,8382,39.55826136
Polk County,Wisconsin,43224,22749,52.63048306,7570,33.27618796
Portage County,Wisconsin,70451,38496,54.64223361,18521,48.1114921
Price County,Wisconsin,13413,7577,56.48997241,2669,35.2250231
Racine County,Wisconsin,194846,94133,48.31148702,42512,45.16163301
Richland County,Wisconsin,17556,8055,45.88174983,3577,44.4072005
Rock County,Wisconsin,161320,76068,47.15348376,39343,51.72082873
Rusk County,Wisconsin,14101,7087,50.25884689,2171,30.6335544
St. Croix County,Wisconsin,87598,47508,54.23411493,17486,36.8064326
Sauk County,Wisconsin,63614,31318,49.23130129,14692,46.91231879
Sawyer County,Wisconsin,16320,9121,55.88848039,3504,38.41684026
Shawano County,Wisconsin,40952,19751,48.22963469,6056,30.66173865
Sheboygan County,Wisconsin,115030,59655,51.86038425,22956,38.48126729
Taylor County,Wisconsin,20290,9484,46.74223756,2398,25.28469
Trempealeau County,Wisconsin,29540,13675,46.29316181,5636,41.21389397
Vernon County,Wisconsin,30553,14213,46.51916342,6352,44.69147963
Vilas County,Wisconsin,21500,13612,63.31162791,4770,35.04260946
Walworth County,Wisconsin,102627,51324,50.01023123,18706,36.44688645
Washburn County,Wisconsin,15621,9148,58.56219192,3284,35.89855706
Washington County,Wisconsin,134310,78003,58.07683717,20855,26.73615117
Waukesha County,Wisconsin,398521,239042,59.9822845,79200,33.13225291
Waupaca County,Wisconsin,51306,26024,50.72311231,8440,32.4316016
Waushara County,Wisconsin,24103,11999,49.78218479,3792,31.60263355
Winnebago County,Wisconsin,169629,87144,51.37329112,37054,42.52042596
Wood County,Wisconsin,73219,37800,51.62594409,14232,37.65079365
Albany County,Wyoming,37923,17060,44.98589247,6890,40.38686987
Big Horn County,Wyoming,11941,5317,44.52725902,604,11.35978935
Campbell County,Wyoming,48745,18199,37.33511129,1324,7.275125007
Carbon County,Wyoming,15689,6374,40.62719103,1279,20.06589269
Converse County,Wyoming,14094,6654,47.2115794,668,10.03907424
Crook County,Wyoming,7499,3826,51.02013602,273,7.135389441
Fremont County,Wyoming,40200,17023,42.34577114,4200,24.67250191
Goshen County,Wyoming,13306,5796,43.55929656,924,15.94202899
Hot Springs County,Wyoming,4654,2586,55.56510529,400,15.4679041
Johnson County,Wyoming,8484,4417,52.06270627,638,14.44419289
Laramie County,Wyoming,97887,40969,41.85336153,11573,28.24818765
Lincoln County,Wyoming,19072,8875,46.53418624,1105,12.45070423
Natrona County,Wyoming,80909,33348,41.21667552,6577,19.72232218
Niobrara County,Wyoming,2468,1314,53.24149109,115,8.751902588
Park County,Wyoming,29213,15095,51.67220073,2535,16.79364028
Platte County,Wyoming,8662,4529,52.28584622,719,15.8754692
Sheridan County,Wyoming,29964,14510,48.4247764,2927,20.17229497
Sublette County,Wyoming,9982,4390,43.97916249,644,14.66970387
Sweetwater County,Wyoming,44222,17130,38.73637556,3231,18.86164623
Teton County,Wyoming,23234,12627,54.34707756,7314,57.92349727
Uinta County,Wyoming,20682,8470,40.95348612,1202,14.19126328
Washakie County,Wyoming,8165,3814,46.71157379,532,13.94861038
Weston County,Wyoming,7220,3526,48.8365651,299,8.479863868
Autauga County,Alabama,55243,24973,45.20572742,18172,72.76658791
Baldwin County,Alabama,207601,95215,45.86442262,72883,76.54571234
Barbour County,Alabama,25806,10469,40.56808494,5454,52.09666635
Bibb County,Alabama,22586,8819,39.04631187,6738,76.40322032
Blount County,Alabama,57494,25588,44.50551362,22859,89.33484446
Bullock County,Alabama,10389,4710,45.33641351,1140,24.20382166
Butler County,Alabama,20012,8732,43.63381971,4901,56.1268896
Calhoun County,Alabama,114973,47864,41.63064372,32865,68.66329601
Chambers County,Alabama,33745,13900,41.1912876,7843,56.42446043
Cherokee County,Alabama,25768,10733,41.65243713,8953,83.41563403
Chilton County,Alabama,43866,18369,41.87525646,15081,82.10027764
Choctaw County,Alabama,13045,7292,55.89881181,4106,56.30828305
Clarke County,Alabama,24340,13031,53.53738702,7140,54.79241808
Clay County,Alabama,13393,6624,49.45867244,5245,79.18176329
Cleburne County,Alabama,14848,6593,44.40328664,5764,87.42605794
Coffee County,Alabama,51202,20767,40.55896254,15875,76.44339577
Colbert County,Alabama,54497,24915,45.71811292,16746,67.21252258
Conecuh County,Alabama,12500,6585,52.68,3420,51.93621868
Coosa County,Alabama,10819,5252,48.54422775,3381,64.37547601
Covington County,Alabama,37382,15940,42.64084319,13267,83.23086575
Crenshaw County,Alabama,13916,6267,45.03449267,4513,72.01212701
Cullman County,Alabama,82450,37873,45.93450576,32989,87.10426953
Dale County,Alabama,49362,18749,37.98265873,13808,73.64659449
Dallas County,Alabama,40080,18792,46.88622754,5789,30.80566198
DeKalb County,Alabama,71104,25826,36.32144464,21405,82.88159219
Elmore County,Alabama,81204,37260,45.88443919,27634,74.16532475
Escambia County,Alabama,37475,14845,39.61307538,9935,66.92489054
Etowah County,Alabama,102855,44164,42.93811677,32353,73.25649851
Fayette County,Alabama,16563,8249,49.80377951,6712,81.36743848
Franklin County,Alabama,31611,12040,38.08800734,9466,78.62126246
Geneva County,Alabama,26494,11758,44.37985959,9994,84.99744855
Greene County,Alabama,8482,4880,57.53360057,838,17.17213115
Hale County,Alabama,14828,8040,54.22174265,3173,39.46517413
Henry County,Alabama,17072,8072,47.28209934,5632,69.77205154
Houston County,Alabama,104218,42639,40.91327794,30728,72.06547996
Jackson County,Alabama,51988,20984,40.36316073,16672,79.45101029
Jefferson County,Alabama,660343,304191,46.0656053,134768,44.30374337
Lamar County,Alabama,13928,6966,50.01435956,5823,83.59173127
Lauderdale County,Alabama,92425,39525,42.76440357,27899,70.58570525
Lawrence County,Alabama,33227,14829,44.62936768,10833,73.05280194
Lee County,Alabama,159168,59191,37.18775131,34617,58.48355324
Limestone County,Alabama,92847,40294,43.39827889,29067,72.13729091
Lowndes County,Alabama,10248,6684,65.22248244,1751,26.19688809
Macon County,Alabama,19060,9140,47.95383001,1431,15.65645514
Madison County,Alabama,356729,163389,45.80199535,89520,54.78949011
Marengo County,Alabama,19525,10994,56.30729834,5233,47.59869019
Marion County,Alabama,29960,12984,43.33778371,11274,86.82994455
Marshall County,Alabama,95113,35316,37.13057101,29233,82.77551252
Mobile County,Alabama,414945,172737,41.62889058,95116,55.06405692
Monroe County,Alabama,21548,10271,47.66567663,5795,56.42099114
Montgomery County,Alabama,227170,95878,42.20539684,34003,35.46486159
Morgan County,Alabama,119006,50644,42.55583752,37486,74.01863992
Perry County,Alabama,9532,5278,55.37138061,1407,26.65782493
Pickens County,Alabama,20325,9542,46.94710947,5456,57.17878851
Pike County,Alabama,33464,13168,39.34974898,7693,58.42193196
Randolph County,Alabama,22504,10187,45.267508,7705,75.63561402
Russell County,Alabama,58185,19256,33.09444015,9210,47.82924803
St. Clair County,Alabama,87306,38400,43.98323139,31651,82.42447917
Shelby County,Alabama,211282,101254,47.92362814,73020,72.1156695
Sumter County,Alabama,12967,6411,49.44088841,1581,24.66073935
Talladega County,Alabama,80552,33407,41.47258913,20614,61.70563056
Tallapoosa County,Alabama,40586,19486,48.01162963,13594,69.7629067
Tuscaloosa County,Alabama,206464,82700,40.05540918,47723,57.70616687
Walker County,Alabama,64533,29472,45.66965738,24266,82.33577633
Washington County,Alabama,16621,8533,51.33866795,6042,70.80745342
Wilcox County,Alabama,10844,6118,56.41829583,1737,28.39163125
Winston County,Alabama,23907,10313,43.13799306,9228,89.47929797
Apache County,Arizona,71381,27661,38.7512083,8240,29.78923394
Cochise County,Arizona,125686,50015,39.79361265,28092,56.16714986
Coconino County,Arizona,140407,59784,42.57907369,21108,35.30710558
Gila County,Arizona,53356,36697,68.7776445,14182,38.64621086
Graham County,Arizona,37807,20306,53.70963049,8025,39.52033882
Greenlee County,Arizona,9643,5192,53.8421653,1892,36.44067797
La Paz County,Arizona,20648,5951,28.82119334,4003,67.26600571
Maricopa County,Arizona,4256143,1567834,36.83696718,747361,47.66837561
Mohave County,Arizona,205412,79943,38.91836894,58282,72.90444442
Navajo County,Arizona,108467,40294,37.14862585,20577,51.0671564
Pima County,Arizona,1016707,421640,41.47114164,167428,39.70875628
Pinal County,Arizona,417193,129546,31.05181535,72819,56.21092122
Santa Cruz County,Arizona,46400,16433,35.41594828,3897,23.71447697
Yavapai County,Arizona,224575,114450,50.96292998,71330,62.32415902
Yuma County,Arizona,207247,53010,25.57817483,25165,47.47217506
Arkansas County,Arkansas,18154,6212,34.21835408,3826,61.59047006
Ashley County,Arkansas,20530,8083,39.37165124,5338,66.03983669
Baxter County,Arkansas,41131,19766,48.05621064,14682,74.27906506
Benton County,Arkansas,259212,96824,37.35320896,60871,62.86767744
Boone County,Arkansas,37259,16111,43.24055933,12235,75.94190305
Bradley County,Arkansas,10959,3653,33.33333333,2164,59.23898166
Calhoun County,Arkansas,5143,2269,44.11821894,1556,68.5764654
Carroll County,Arkansas,27728,10758,38.7983266,6786,63.07863915
Chicot County,Arkansas,10899,4176,38.31544178,1716,41.09195402
Clark County,Arkansas,22602,8526,37.72232546,4404,51.65376495
Clay County,Arkansas,15060,5200,34.52855246,3781,72.71153846
Cleburne County,Arkansas,25173,12085,48.00778612,9458,78.26230865
Cleveland County,Arkansas,8245,3354,40.67919951,2462,73.40488968
Columbia County,Arkansas,24026,8887,36.98909515,5456,61.39304602
Conway County,Arkansas,20874,7927,37.97547188,4849,61.17068248
Craighead County,Arkansas,105932,35573,33.58097648,22892,64.35217721
Crawford County,Arkansas,62263,22450,36.05672711,16686,74.32516704
Crittenden County,Arkansas,49306,15952,32.35306048,6964,43.6559679
Cross County,Arkansas,17025,6874,40.37591777,4584,66.68606343
Dallas County,Arkansas,7399,2771,37.45100689,1509,54.45687477
Desha County,Arkansas,11905,4257,35.75808484,1919,45.07869392
Drew County,Arkansas,18553,6595,35.54681184,3968,60.16679303
Faulkner County,Arkansas,122206,47527,38.89088915,29346,61.74595493
Franklin County,Arkansas,17655,6770,38.3460776,5039,74.43131462
Fulton County,Arkansas,12099,4772,39.44127614,3471,72.73679799
Garland County,Arkansas,98282,40805,41.51828412,26087,63.93089082
Grant County,Arkansas,18064,7445,41.21457042,5725,76.89724647
Greene County,Arkansas,44730,14600,32.64028616,10720,73.42465753
Hempstead County,Arkansas,22032,7049,31.99437182,4401,62.43438786
Hot Spring County,Arkansas,33438,11944,35.7198397,8172,68.41929002
Howard County,Arkansas,13350,4674,35.01123596,3157,67.54385965
Independence County,Arkansas,37117,13614,36.67861088,9936,72.98369326
Izard County,Arkansas,13488,5448,40.39145907,4042,74.19236417
Jackson County,Arkansas,17282,5156,29.83450989,3267,63.36307215
Jefferson County,Arkansas,70407,25894,36.77759314,9250,35.72256121
Johnson County,Arkansas,26127,9112,34.87579898,6091,66.84591747
Lafayette County,Arkansas,6888,2860,41.52148664,1758,61.46853147
Lawrence County,Arkansas,16639,5685,34.16671675,4064,71.48636763
Lee County,Arkansas,9337,3026,32.40869658,1229,40.61467284
Lincoln County,Arkansas,13728,3826,27.87004662,2455,64.16623105
Little River County,Arkansas,12406,5227,42.13283895,3605,68.96881576
Logan County,Arkansas,21732,7921,36.44855513,5746,72.54134579
Lonoke County,Arkansas,71803,27100,37.74215562,19958,73.64575646
Madison County,Arkansas,16112,6841,42.45903674,4928,72.03625201
Marion County,Arkansas,16376,7107,43.3988764,5336,75.08090615
Miller County,Arkansas,43713,16091,36.81055979,11294,70.18830402
Mississippi County,Arkansas,42900,13204,30.77855478,7061,53.47621933
Monroe County,Arkansas,7205,2884,40.0277585,1489,51.629681
Montgomery County,Arkansas,8936,3559,39.82766338,2643,74.26243327
Nevada County,Arkansas,8378,3246,38.74433039,2000,61.61429452
Newton County,Arkansas,7848,3753,47.82110092,2875,76.60538236
Ouachita County,Arkansas,24013,9935,41.37342273,5351,53.86009059
Perry County,Arkansas,10286,4306,41.86272604,3008,69.85601486
Phillips County,Arkansas,19050,6953,36.49868766,2446,35.1790594
Pike County,Arkansas,10826,3981,36.77258452,3150,79.12584778
Poinsett County,Arkansas,23974,7722,32.20989405,5502,71.25097125
Polk County,Arkansas,20145,8231,40.85877389,6618,80.40335318
Pope County,Arkansas,63897,22569,35.32090708,16256,72.02800301
Prairie County,Arkansas,8252,3444,41.73533689,2505,72.73519164
Pulaski County,Arkansas,394151,159776,40.53674861,61257,38.33930002
Randolph County,Arkansas,17444,6379,36.5684476,4509,70.68506035
St. Francis County,Arkansas,26347,7430,28.20055414,3195,43.0013459
Saline County,Arkansas,117656,52100,44.2816346,35863,68.83493282
Scott County,Arkansas,10332,3510,33.97212544,2731,77.80626781
Searcy County,Arkansas,7968,3728,46.78714859,2955,79.26502146
Sebastian County,Arkansas,127385,44637,35.04101739,29127,65.2530412
Sevier County,Arkansas,16971,4562,26.8811502,3282,71.94213064
Sharp County,Arkansas,17007,7249,42.62362557,5407,74.58959857
Stone County,Arkansas,12509,5618,44.9116636,4113,73.21110716
Union County,Arkansas,39879,16894,42.36314852,10456,61.8917959
Van Buren County,Arkansas,16669,7339,44.0278361,5382,73.33424172
Washington County,Arkansas,228482,81861,35.82820529,41476,50.66637349
White County,Arkansas,78917,27219,34.49066741,21077,77.43488005
Woodruff County,Arkansas,6600,2571,38.95454545,1347,52.39206534
Yell County,Arkansas,21502,6439,29.94605153,4608,71.56390744
Alameda County,California,1650950,654266,39.62966777,95922,14.66100944
Alpine County,California,1047,602,57.49761223,217,36.04651163
Amador County,California,37429,17734,47.38037351,10485,59.12371715
Butte County,California,226231,95564,42.24177942,45144,47.23954627
Calaveras County,California,45322,23136,51.04805613,13511,58.39816736
Colusa County,California,21496,6632,30.85225158,3551,53.54342581
Contra Costa County,California,1137268,466175,40.9907779,115956,24.87392074
Del Norte County,California,27382,9558,34.90614272,5134,53.71416614
El Dorado County,California,185976,93591,50.32423539,49247,52.61937579
Fresno County,California,976830,282319,28.90154889,124049,43.9393027
Glenn County,California,27840,9470,34.0158046,5788,61.11932418
Humboldt County,California,136290,59246,43.47054076,18373,31.0113763
Imperial County,California,180179,48091,26.69067982,12704,26.41658522
Inyo County,California,17922,8086,45.1177324,4248,52.5352461
Kern County,California,880856,244163,27.71883259,129584,53.07274239
Kings County,California,149382,33915,22.70353858,18093,53.34807607
Lake County,California,63903,24496,38.3330986,10599,43.2682887
Lassen County,California,30721,10524,34.25669737,7574,71.96883314
Los Angeles County,California,10105708,3434308,33.98384359,769743,22.41333625
Madera County,California,153956,43112,28.002806,23357,54.17749119
Marin County,California,260562,139273,53.45100206,21771,15.63188845
Mariposa County,California,17456,8877,50.8535747,5185,58.40937254
Mendocino County,California,87285,37477,42.93635791,10888,29.05248552
Merced County,California,267628,70789,26.45052087,28725,40.57833844
Modoc County,California,8961,3788,42.27206785,2696,71.17212249
Mono County,California,14273,5276,36.96489876,2111,40.01137225
Monterey County,California,433953,133408,30.74249976,34895,26.1566023
Napa County,California,140840,61372,43.57568872,17411,28.36961481
Nevada County,California,98913,54935,55.53870573,23365,42.53208337
